month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_data,remaining_lease,resale_price,flat_postal_code,Mininum distance of resale flat to the nearest dormitory (in km),closest_dorm_postal_code,distance_to_CBD,closest_station_name,min_distance_to_station_in_km,latitude,longitude
2019-06,CLEMENTI,3 ROOM,380,CLOSEOSEEMENTI AVENUE 5,01 TO 03,68,New Generation,1980,60 years 05 months,260000,120380,2.631792795,608591,10.02279069,Clementi,0.425836979,1.318344291,103.767572
2019-07,CLEMENTI,3 ROOM,377,CLOSEOSEEMENTI AVENUE 5,04 TO 06,82,New Generation,1980,60 years 03 months,343000,120377,2.726219541,608591,9.948718692,Clementi,0.394194904,1.31756399,103.7679752
2019-09,CLEMENTI,3 ROOM,343,CLOSEOSEEMENTI AVENUE 5,10 TO 12,67,New Generation,1979,59 years 02 months,270000,120343,2.929630783,608591,9.658874836,Clementi,0.695766858,1.317908526,103.7709344
2019-09,CLEMENTI,3 ROOM,346,CLOSEOSEEMENTI AVENUE 5,07 TO 09,82,New Generation,1979,58 years 06 months,350000,120346,2.928765692,608591,9.711482617,Clementi,0.567766239,1.317016551,103.7700552
2019-05,CLEMENTI,3 ROOM,109,CLOSEOSEEMENTI STREET 11,04 TO 06,81,New Generation,1984,64 years 07 months,375000,120109,2.61474845,659553,9.85886282,Clementi,0.964126657,1.321980677,103.7707761
2019-04,CLEMENTI,3 ROOM,105,CLOSEOSEEMENTI STREET 12,04 TO 06,81,New Generation,1984,64 years 09 months,415000,120105,2.48913067,659553,9.982820001,Clementi,0.972217666,1.32271179,103.7698881
2019-03,CLEMENTI,3 ROOM,607,CLOSEOSEEMENTI WESTREET STREET 1,01 TO 03,67,New Generation,1979,59 years 08 months,265000,120607,2.30554832,117606,9.511036133,Clementi,1.26432866,1.304235925,103.7678534
2019-03,CLEMENTI,3 ROOM,602,CLOSEOSEEMENTI WESTREET STREET 1,07 TO 09,67,New Generation,1979,59 years 09 months,283000,120602,2.455522065,117606,9.702039006,Clementi,1.137919312,1.305124151,103.766301
2019-04,CLEMENTI,3 ROOM,608,CLOSEOSEEMENTI WESTREET STREET 1,04 TO 06,67,New Generation,1979,59 years 07 months,315888,120608,2.365094877,117606,9.656875868,Clementi,1.227259589,1.304341103,103.7665298
2019-05,CLEMENTI,3 ROOM,612,CLOSEOSEEMENTI WESTREET STREET 1,10 TO 12,74,Model A,1983,63 years 07 months,322888,120612,2.195936744,117606,9.406371472,Clementi,1.371627321,1.303442199,103.7686334
2019-06,CLEMENTI,3 ROOM,610,CLOSEOSEEMENTI WESTREET STREET 1,10 TO 12,74,Model A,1983,63 years 02 months,310000,120610,2.310155003,117606,9.419798114,Clementi,1.258725262,1.304547045,103.7687736
2019-03,CLEMENTI,3 ROOM,715,CLOSEOSEEMENTI WESTREET STREET 2,01 TO 03,68,New Generation,1981,61 years 07 months,245000,120715,2.479430183,117606,10.12545119,Clementi,1.399882484,1.303153603,103.7619437
2019-03,CLEMENTI,3 ROOM,711,CLOSEOSEEMENTI WESTREET STREET 2,04 TO 06,67,New Generation,1980,60 years 10 months,258000,120711,2.687822643,117606,10.2566843,Clementi,1.25058834,1.304844235,103.7611071
2019-04,CLEMENTI,3 ROOM,705,CLOSEOSEEMENTI WESTREET STREET 2,04 TO 06,67,New Generation,1980,60 years 04 months,260000,120705,2.791982093,117606,10.32674605,Clementi,1.187204026,1.305664208,103.7606507
2019-04,CLEMENTI,3 ROOM,713,CLOSEOSEEMENTI WESTREET STREET 2,04 TO 06,67,New Generation,1985,65 years 03 months,260000,120713,2.555634113,117606,10.11994269,Clementi,1.287687935,1.304127842,103.7622063
2019-05,CLEMENTI,3 ROOM,714,CLOSEOSEEMENTI WESTREET STREET 2,07 TO 09,67,New Generation,1980,60 years 05 months,240000,120714,2.602827822,117606,10.18107155,Clementi,1.285595217,1.304303413,103.7616821
2019-09,CLEMENTI,3 ROOM,704,WESTREET COASTREET ROAD,01 TO 03,67,New Generation,1980,60 years,248000,120704,2.862992123,117606,10.35666179,Clementi,1.124860317,1.306347506,103.760538
2019-06,CLEMENTI,4 ROOM,412,C'WEALTH AVENUE WESTREET,07 TO 09,97,New Generation,1978,57 years 10 months,458000,120412,2.964800451,117606,9.413692017,Clementi,0.77577595,1.310908639,103.7706643
2019-04,CLEMENTI,4 ROOM,416,CLOSEOSEEMENTI AVENUE 1,28 TO 30,100,Model A,2013,93 years 06 months,745000,120416,2.892500143,117606,9.320781103,Dover,0.819019264,1.310335922,103.7713557
2019-10,CLEMENTI,4 ROOM,425,CLOSEOSEEMENTI AVENUE 1,19 TO 21,100,Model A,2013,92 years 11 months,740000,120425,2.817014977,117606,9.321226361,Dover,0.858383072,1.309626523,103.7711231
2019-05,CLEMENTI,4 ROOM,349,CLOSEOSEEMENTI AVENUE 2,10 TO 12,92,New Generation,1978,58 years 05 months,438000,120349,3.090529305,608591,9.564664451,Clementi,0.650017923,1.315958638,103.7710544
2019-07,CLEMENTI,4 ROOM,359,CLOSEOSEEMENTI AVENUE 2,04 TO 06,92,New Generation,1978,57 years 06 months,375000,120359,3.206194403,608591,9.592559979,Clementi,0.550663788,1.313492924,103.7698548
2019-12,CLEMENTI,4 ROOM,330,CLOSEOSEEMENTI AVENUE 2,07 TO 09,92,New Generation,1978,57 years 08 months,545000,120330,3.043037135,608591,9.819019638,Clementi,0.331079472,1.313744705,103.7677818
2019-04,CLEMENTI,4 ROOM,461,CLOSEOSEEMENTI AVENUE 3,01 TO 03,90,Model A,2006,86 years 07 months,510000,120461,3.082826315,117606,9.871263421,Clementi,0.484774064,1.311099155,103.7663995
2019-07,CLEMENTI,4 ROOM,457,CLOSEOSEEMENTI AVENUE 3,19 TO 21,90,Model A,2002,82 years 05 months,706000,120457,3.133331407,117606,9.80515819,Clementi,0.44888658,1.311799557,103.7672502
2019-07,CLEMENTI,4 ROOM,427,CLOSEOSEEMENTI AVENUE 3,10 TO 12,91,New Generation,1978,57 years 10 months,515000,120427,2.978909082,608591,10.17569429,Clementi,0.403684745,1.311970645,103.763803
2019-08,CLEMENTI,4 ROOM,455,CLOSEOSEEMENTI AVENUE 3,10 TO 12,90,Model A,2002,82 years 05 months,652000,120455,3.12296255,608591,9.87716455,Clementi,0.388052028,1.312119204,103.7666735
2019-03,CLEMENTI,4 ROOM,318,CLOSEOSEEMENTI AVENUE 4,07 TO 09,91,New Generation,1979,59 years 03 months,560000,120318,2.503305826,608591,10.23282013,Clementi,0.304640673,1.31803746,103.7654134
2019-03,CLEMENTI,4 ROOM,301,CLOSEOSEEMENTI AVENUE 4,07 TO 09,92,New Generation,1979,59 years,448000,120301,2.118817395,608591,10.46135212,Clementi,0.765187807,1.322176495,103.7649121
2019-06,CLEMENTI,4 ROOM,316,CLOSEOSEEMENTI AVENUE 4,10 TO 12,91,New Generation,1979,58 years 11 months,505000,120316,2.405342205,608591,10.34222978,Clementi,0.36109426,1.318470095,103.7645261
2019-07,CLEMENTI,4 ROOM,317,CLOSEOSEEMENTI AVENUE 4,04 TO 06,91,New Generation,1979,58 years 10 months,500000,120317,2.443611955,608591,10.32539948,Clementi,0.314614165,1.318038007,103.7645191
2019-09,CLEMENTI,4 ROOM,302,CLOSEOSEEMENTI AVENUE 4,01 TO 03,92,New Generation,1979,58 years 06 months,375000,120302,2.153827181,608591,10.44203883,Clementi,0.716571611,1.321738637,103.7649102
2019-04,CLEMENTI,4 ROOM,348,CLOSEOSEEMENTI AVENUE 5,04 TO 06,92,New Generation,1979,58 years 11 months,460000,120348,3.013663962,608591,9.614741406,Clementi,0.649456799,1.316777163,103.7708971
2019-05,CLEMENTI,4 ROOM,347,CLOSEOSEEMENTI AVENUE 5,04 TO 06,92,New Generation,1979,58 years 08 months,448000,120347,2.973744702,608591,9.642773123,Clementi,0.650749147,1.317179474,103.7707888
2019-07,CLEMENTI,4 ROOM,324,CLOSEOSEEMENTI AVENUE 5,10 TO 12,92,New Generation,1978,57 years 07 months,602000,120324,2.805601337,608591,10.05193257,Clementi,0.092013915,1.315135091,103.7660545
2019-08,CLEMENTI,4 ROOM,381,CLOSEOSEEMENTI AVENUE 5,04 TO 06,92,New Generation,1981,61 years 01 month,470000,120381,2.649175434,608591,9.984771481,Clementi,0.476012991,1.318555348,103.7680283
2019-05,CLEMENTI,4 ROOM,205,CLOSEOSEEMENTI AVENUE 6,10 TO 12,91,New Generation,1984,64 years 06 months,453000,120205,2.035576021,608591,10.66582492,Clementi,0.712260684,1.321059963,103.7624347
2019-12,CLEMENTI,4 ROOM,202,CLOSEOSEEMENTI AVENUE 6,13 TO 15,91,New Generation,1985,64 years 01 month,527000,120202,2.086944434,608591,10.62144126,Clementi,0.66195283,1.320692364,103.7627147
2019-06,CLEMENTI,4 ROOM,117,CLOSEOSEEMENTI STREET 13,13 TO 15,104,Model A,1984,64 years 04 months,600000,120117,2.441907462,659553,9.938592887,Clementi,1.21367269,1.324460582,103.7711846
2019-10,CLEMENTI,4 ROOM,113,CLOSEOSEEMENTI STREET 13,04 TO 06,104,Model A,1984,64 years,538000,120113,2.424573853,659553,10.00513692,Clementi,1.078786514,1.323684011,103.7701323
2019-11,CLEMENTI,4 ROOM,118,CLOSEOSEEMENTI STREET 13,04 TO 06,108,Model A,1984,64 years,500000,120118,2.463142315,659553,9.891613631,Clementi,1.299642108,1.324917987,103.7718911
2019-07,CLEMENTI,4 ROOM,601,CLOSEOSEEMENTI WESTREET STREET 1,10 TO 12,92,New Generation,1979,59 years 04 months,418000,120601,2.463419705,117606,9.806029591,Clementi,1.170703727,1.304774613,103.7652538
2019-07,CLEMENTI,4 ROOM,609,CLOSEOSEEMENTI WESTREET STREET 1,01 TO 03,92,New Generation,1979,59 years 04 months,360000,120609,2.381968304,117606,9.759635027,Clementi,1.246942249,1.304092426,103.7655221
2019-08,CLEMENTI,4 ROOM,707,CLOSEOSEEMENTI WESTREET STREET 2,07 TO 09,91,New Generation,1980,60 years 04 months,393000,120707,2.753841984,117606,10.15460274,Clementi,1.051319076,1.306287483,103.762395
2019-03,CLEMENTI,5 ROOM,413,C'WEALTH AVENUE WESTREET,10 TO 12,125,Improved,1978,58 years 04 months,600000,120413,3.0074191,117606,9.38351928,Clementi,0.785415855,1.311347304,103.7710974
2019-07,CLEMENTI,5 ROOM,414,C'WEALTH AVENUE WESTREET,10 TO 12,125,Improved,1978,58 years 02 months,600000,120414,3.027321389,117606,9.336395623,Dover,0.782392878,1.311581073,103.771625
2019-03,CLEMENTI,5 ROOM,336,CLOSEOSEEMENTI AVENUE 2,04 TO 06,119,Improved,1978,58 years 09 months,540000,120336,2.892887898,608591,9.782613531,Clementi,0.468920268,1.316679432,103.7692312
2019-04,CLEMENTI,5 ROOM,338,CLOSEOSEEMENTI AVENUE 2,07 TO 09,119,Improved,1978,58 years 07 months,698000,120338,2.947375508,608591,9.735630075,Clementi,0.48916998,1.316290398,103.7695321
2019-04,CLEMENTI,5 ROOM,355,CLOSEOSEEMENTI AVENUE 2,13 TO 15,117,Standard,1978,58 years,570000,120355,3.103521406,608591,9.659404533,Clementi,0.489539197,1.314451299,103.7695645
2019-05,CLEMENTI,5 ROOM,337,CLOSEOSEEMENTI AVENUE 2,07 TO 09,119,Improved,1978,58 years 06 months,650000,120337,2.935573367,608591,9.769579745,Clementi,0.438134424,1.316055677,103.7691127
2019-03,CLEMENTI,5 ROOM,372,CLOSEOSEEMENTI AVENUE 4,10 TO 12,121,Improved,1987,67 years 01 month,640000,120372,2.532400606,608591,10.06251725,Clementi,0.573369509,1.319788851,103.7677875
2019-11,CLEMENTI,5 ROOM,340,CLOSEOSEEMENTI AVENUE 5,07 TO 09,121,Improved,1979,59 years,545000,120340,2.797261747,608591,9.782751086,Clementi,0.658085219,1.318728754,103.7700713
2019-12,CLEMENTI,5 ROOM,342,CLOSEOSEEMENTI AVENUE 5,07 TO 09,121,Improved,1979,58 years 04 months,552000,120342,2.806956222,608591,9.789954692,Clementi,0.614463701,1.318363214,103.7698465
2019-09,CLEMENTI,5 ROOM,114,CLOSEOSEEMENTI STREET 13,10 TO 12,147,Model A-Maisonette,1984,64 years 02 months,808000,120114,2.442699232,659553,9.966820407,Clementi,1.129397778,1.323915477,103.7706295
2019-04,CLEMENTI,5 ROOM,605,CLOSEOSEEMENTI WESTREET STREET 1,19 TO 21,119,Improved,1979,59 years 07 months,560000,120605,2.422391611,117606,9.523641444,Clementi,1.145213273,1.305384901,103.7680203
2019-08,CLEMENTI,5 ROOM,604,CLOSEOSEEMENTI WESTREET STREET 1,22 TO 24,119,Improved,1979,59 years 03 months,565000,120604,2.44397787,117606,9.581601394,Clementi,1.126184463,1.305427774,103.7674933
2019-10,CLEMENTI,5 ROOM,724,CLOSEOSEEMENTI WESTREET STREET 2,10 TO 12,118,Improved,1981,60 years 03 months,615000,120724,2.441164489,117606,9.982332557,Clementi,1.317119799,1.30360871,103.7633591
2019-07,CLEMENTI,EXECUTIVE,201,CLOSEOSEEMENTI AVENUE 6,01 TO 03,150,Maisonette,1985,64 years 10 months,810000,120201,2.171549807,608591,10.54289266,Clementi,0.582019305,1.32014419,103.7632535
2019-03,CLEMENTI,EXECUTIVE,111,CLOSEOSEEMENTI STREET 13,07 TO 09,147,Maisonette,1985,64 years 10 months,910000,120111,2.53727039,659553,9.883030273,Clementi,1.096255572,1.323216054,103.7711261
2019-04,CLEMENTI,EXECUTIVE,112,CLOSEOSEEMENTI STREET 13,01 TO 03,153,Maisonette,1984,64 years 04 months,817000,120112,2.43638797,659553,10.01450645,Clementi,1.026420356,1.323301238,103.7698535
2019-06,CLEMENTI,EXECUTIVE,116,CLOSEOSEEMENTI STREET 13,13 TO 15,149,Maisonette,1984,64 years 01 month,840000,120116,2.527648876,659553,9.847673846,Clementi,1.229295304,1.324112539,103.771925
2019-01,GEYLANG,3 ROOM,58,CIRCUIT ROAD,07 TO 09,56,Standard,1969,49 years,205000,330058,2.358975629,367951,4.715880873,Geylang Bahru,0.472316256,1.323195373,103.8679572
2019-01,GEYLANG,3 ROOM,32,BALAM ROAD,04 TO 06,57,Standard,1973,53 years 06 months,210000,339718,2.09417142,367951,4.986347272,Geylang Bahru,0.500794414,1.325241208,103.8693469
2019-01,GEYLANG,3 ROOM,37,CIRCUIT ROAD,01 TO 03,58,Standard,1972,52 years 10 months,210000,370037,1.036434965,367951,6.270417326,Mattar,0.378716761,1.328174693,103.8864842
2019-01,GEYLANG,3 ROOM,87,CIRCUIT ROAD,04 TO 06,60,Improved,1970,50 years,220000,339695,2.165415763,367951,4.759097482,Geylang Bahru,0.324274405,1.320147486,103.8744374
2019-01,GEYLANG,3 ROOM,60,CIRCUIT ROAD,07 TO 09,56,Standard,1969,49 years,223000,330060,2.287266386,367951,4.733894091,Geylang Bahru,0.331685618,1.322821182,103.8691779
2019-01,GEYLANG,3 ROOM,59,CIRCUIT ROAD,01 TO 03,59,Standard,1969,49 years 01 month,230000,330059,2.376866334,367951,4.672884542,Geylang Bahru,0.422984577,1.322653854,103.8682269
2019-01,GEYLANG,3 ROOM,21,EUNOS CRESENT,04 TO 06,66,Improved,1982,62 years,258000,339627,2.061906099,367951,4.876591464,Geylang Bahru,0.137761089,1.322559512,103.872491
2019-01,GEYLANG,3 ROOM,16,EUNOS CRESENT,01 TO 03,59,Improved,1977,57 years 05 months,260000,380116,1.79408586,367951,5.708212193,Aljunied,0.675491345,1.321245705,103.8867006
2019-01,GEYLANG,3 ROOM,66,CIRCUIT ROAD,07 TO 09,56,Standard,1967,47 years,263000,330066,2.406400774,367951,4.555150158,Geylang Bahru,0.234468871,1.320664457,103.8699146
2019-01,GEYLANG,3 ROOM,17,EUNOS CRESENT,04 TO 06,59,Improved,1977,57 years 04 months,268000,339701,2.505159065,367951,4.415986595,Geylang Bahru,0.379930318,1.318082169,103.8719332
2019-01,GEYLANG,3 ROOM,61,CIRCUIT ROAD,10 TO 12,61,Standard,1969,49 years,295000,330061,2.320429433,367951,4.686731843,Geylang Bahru,0.301669177,1.322311267,103.8692631
2019-01,GEYLANG,3 ROOM,97,JALAN DUA,07 TO 09,56,Standard,1969,49 years,310000,330097,2.130422552,367951,4.878060459,Geylang Bahru,0.307546306,1.323748602,103.8702439
2019-01,GEYLANG,4 ROOM,36,CIRCUIT ROAD,07 TO 09,83.1,Standard,1971,51 years 01 month,310000,370036,0.961670142,367951,6.375298471,MacPherson,0.414415491,1.329026079,103.8869308
2019-01,GEYLANG,3 ROOM,53,SIMS PLACE,10 TO 12,65,Improved,1981,61 years,315000,330053,2.261036291,367951,4.839866713,Geylang Bahru,0.51682673,1.324322313,103.8681596
2019-01,GEYLANG,4 ROOM,327,UBI AVENUE 1,01 TO 03,84,Simplified,1985,65 years 09 months,345000,389361,2.746699186,367951,4.477708507,Aljunied,0.559531345,1.31285402,103.879452
2019-01,GEYLANG,3 ROOM,36,CASSIA CRESENT,07 TO 09,59,Improved,1986,66 years 01 month,368000,388034,2.426920704,367951,5.299465853,Aljunied,0.463584073,1.315539815,103.8870524
2019-01,GEYLANG,4 ROOM,322,UBI AVENUE 1,07 TO 09,84,Simplified,1985,65 years 09 months,370000,400322,1.101967956,415815,7.698365538,Ubi,0.661010353,1.327912888,103.9048338
2019-01,GEYLANG,3 ROOM,33,EUNOS CRESENT,04 TO 06,60,Model A,2007,87 years,416000,380133,2.30826925,367951,5.234710524,Aljunied,0.275312769,1.3164399,103.8854576
2019-01,GEYLANG,4 ROOM,31,BALAM ROAD,07 TO 09,91,New Generation,1985,65 years 03 months,460000,370031,0.845419121,367951,6.328817724,Mattar,0.386438424,1.329682323,103.885408
2019-01,GEYLANG,5 ROOM,24,EUNOS CRESENT,01 TO 03,118,Adjoined flat,1977,57 years 05 months,475000,380124,2.107413722,367951,5.481991067,Aljunied,0.464270336,1.318388638,103.8866757
2019-01,GEYLANG,4 ROOM,34,CASSIA CRESENT,10 TO 12,93,New Generation,1981,61 years 06 months,560000,380134,2.362893558,367951,5.246215757,Aljunied,0.340277366,1.315993889,103.886009
2019-01,GEYLANG,4 ROOM,12,PINE CLOSEOSE,04 TO 06,96,New Generation,1981,61 years 06 months,570000,380112,1.864204314,367951,5.518720724,Aljunied,0.500886287,1.320418047,103.8850987
2019-01,GEYLANG,5 ROOM,126,ALJUNIED ROAD,10 TO 12,121,Improved,1983,63 years 10 months,572000,380126,1.51669288,367951,5.572504641,Mattar,0.387859439,1.323626344,103.8821205
2019-01,GEYLANG,4 ROOM,92A,PIPIT ROAD,16 TO 18,101,Model A,1997,77 years 08 months,575000,371092,1.624779181,367951,5.921476783,MacPherson,0.48423546,1.323004798,103.8876357
2019-01,GEYLANG,4 ROOM,47,JALAN TIGA,04 TO 06,93,Model A,2005,85 years 03 months,680000,388179,2.403357332,367951,5.016608855,Aljunied,0.123318021,1.315532227,103.8836154
2019-01,GEYLANG,5 ROOM,41,CIRCUIT ROAD,16 TO 18,125,Improved,1996,76 years 05 months,710000,339355,2.231604393,367951,4.707359802,Geylang Bahru,0.033610529,1.321301102,103.8716226
2019-01,GEYLANG,4 ROOM,2A,GEYLANG SERAI,16 TO 18,95,Model A,2011,92 years,730800,339719,2.385792346,367951,4.540831821,Geylang Bahru,0.214860511,1.319579744,103.8716195
2019-01,GEYLANG,5 ROOM,7,PINE CLOSEOSE,01 TO 03,113,Improved,2000,80 years 05 months,775000,330057,2.23497751,367951,4.804718707,Geylang Bahru,0.376581845,1.323537807,103.8691478
2019-01,GEYLANG,EXECUTIVE,130,GEYLANG EASTREET AVENUE 1,04 TO 06,144,Apartment,1987,67 years 04 months,780000,380130,2.295091368,367951,5.455430909,Paya Lebar,0.523397993,1.316858776,103.8877612
2019-02,GEYLANG,2 ROOM,51,CIRCUIT ROAD,07 TO 09,42,Standard,1969,49 years,185000,370051,1.414416427,367951,5.889041715,Mattar,0.359523149,1.324520452,103.8855146
2019-02,GEYLANG,3 ROOM,19,BALAM ROAD,01 TO 03,60.3,Standard,1967,47 years,230000,370019,0.743518928,367951,6.617811098,Tai Seng,0.493849842,1.331423626,103.8874103
2019-02,GEYLANG,3 ROOM,43,CIRCUIT ROAD,07 TO 09,61,Standard,1971,50 years 11 months,270000,370043,1.198730668,367951,6.058513282,Mattar,0.251108617,1.326482283,103.8855449
2019-02,GEYLANG,3 ROOM,101,ALJUNIED CRESENT,10 TO 12,67,New Generation,1978,57 years 11 months,280000,380101,1.804886193,367951,5.429378559,Aljunied,0.499941042,1.320922753,103.883352
2019-02,GEYLANG,3 ROOM,18,EUNOS CRESENT,10 TO 12,59,Improved,1977,57 years 03 months,283000,339709,2.494714492,367951,4.431333593,Geylang Bahru,0.319076514,1.318717244,103.8711436
2019-02,GEYLANG,3 ROOM,95,ALJUNIED CRESENT,07 TO 09,65,Improved,1975,55 years 06 months,290000,330095,2.123178098,367951,4.847542367,Geylang Bahru,0.187475513,1.323009493,103.8711048
2019-02,GEYLANG,4 ROOM,330,UBI AVENUE 1,04 TO 06,84,Simplified,1985,65 years 10 months,360888,400330,1.255144978,415815,7.532435176,Ubi,0.658440491,1.326506436,103.9040496
2019-02,GEYLANG,3 ROOM,414,EUNOS ROAD 5,01 TO 03,74,Model A,1984,64 years 08 months,370000,388885,2.498030932,367951,4.435936527,Geylang Bahru,0.521713562,1.317169097,103.873662
2019-02,GEYLANG,4 ROOM,313,UBI AVENUE 1,10 TO 12,90,Simplified,1985,65 years 07 months,395000,389352,2.76602097,367951,4.436377182,Aljunied,0.601412504,1.312761201,103.879017
2019-02,GEYLANG,3 ROOM,35,EUNOS CRESENT,04 TO 06,60,Model A,2006,86 years 09 months,418888,387990,2.424879236,367951,5.352847608,Aljunied,0.520761126,1.315643724,103.887597
2019-02,GEYLANG,4 ROOM,54,PIPIT ROAD,04 TO 06,94,New Generation,1985,65 years 01 month,460000,330054,2.317286897,367951,4.782155667,Geylang Bahru,0.516559357,1.323883719,103.8678648
2019-02,GEYLANG,4 ROOM,92,PIPIT ROAD,10 TO 12,102,Model A,1997,77 years 02 months,550000,339700,2.097017981,367951,4.825411132,Geylang Bahru,0.183927,1.321436738,103.8735054
2019-02,GEYLANG,4 ROOM,55,PIPIT ROAD,07 TO 09,101,Model A,1997,77 years 11 months,557000,330055,2.241095148,367951,4.834692166,Geylang Bahru,0.462795703,1.324084641,103.8685905
2019-02,GEYLANG,5 ROOM,123,GEYLANG EASTREET CENTRAL,13 TO 15,126,Improved,1982,62 years 04 months,688000,380123,2.115354854,367951,5.365956838,Aljunied,0.33331282,1.318177351,103.8854258
2019-02,GEYLANG,EXECUTIVE,842,SIMS AVENUE,01 TO 03,154,Maisonette,1985,65 years 08 months,695000,400842,2.223248889,415815,6.752196753,Eunos,0.258005501,1.317952721,103.90161
2019-02,GEYLANG,EXECUTIVE,326,UBI AVENUE 1,10 TO 12,146,Maisonette,1986,66 years 03 months,695000,400326,1.181564948,415815,7.557556245,Ubi,0.594409643,1.327171622,103.9038042
2019-02,GEYLANG,EXECUTIVE,846,SIMS AVENUE,13 TO 15,149,Maisonette,1985,65 years 07 months,808000,400846,2.260601785,415815,6.739723907,Eunos,0.282743733,1.317602618,103.9017072
2019-08,GEYLANG,2 ROOM,109,ALJUNIED CRESENT,10 TO 12,45,Improved,1986,65 years 05 months,218000,380109,1.97454912,367951,5.385593021,Aljunied,0.366018512,1.319392918,103.8844399
2019-12,GEYLANG,2 ROOM,96,ALJUNIED CRESENT,10 TO 12,45,Improved,1979,58 years 02 months,200000,330096,2.142224995,367951,4.852008623,Geylang Bahru,0.260215286,1.323380611,103.8704616
2019-03,GEYLANG,2 ROOM,30,BALAM ROAD,01 TO 03,46,Standard,1973,53 years 04 months,210000,370030,0.907172329,367951,6.447440351,MacPherson,0.440871398,1.329654615,103.8871836
2019-03,GEYLANG,2 ROOM,62,CIRCUIT ROAD,01 TO 03,45,Standard,1967,46 years 11 months,195000,330062,2.422291687,367951,4.598786883,Geylang Bahru,0.378027712,1.321812581,103.868466
2019-03,GEYLANG,2 ROOM,70,CIRCUIT ROAD,04 TO 06,42,Standard,1969,48 years 11 months,200000,330070,2.272771984,367951,4.697233204,Geylang Bahru,0.171872636,1.321876213,103.8703529
2019-05,GEYLANG,2 ROOM,72,CIRCUIT ROAD,07 TO 09,42,Standard,1969,48 years 08 months,175000,330072,2.221004253,367951,4.723947105,Geylang Bahru,0.048992921,1.321583216,103.8714196
2019-06,GEYLANG,2 ROOM,46,CIRCUIT ROAD,01 TO 03,40,Standard,1971,50 years 08 months,176000,370046,1.244025979,367951,6.065997894,Mattar,0.313735112,1.326154695,103.886047
2019-07,GEYLANG,2 ROOM,71,CIRCUIT ROAD,04 TO 06,42,Standard,1969,48 years 07 months,160000,370071,1.432367841,367951,6.104553174,MacPherson,0.292412457,1.324915044,103.8879968
2019-08,GEYLANG,2 ROOM,52,CIRCUIT ROAD,04 TO 06,45,Standard,1969,48 years 06 months,183000,370052,1.44821567,367951,5.859278242,Mattar,0.382442295,1.324208514,103.8854669
2019-09,GEYLANG,2 ROOM,44,CIRCUIT ROAD,04 TO 06,42,Standard,1971,50 years 05 months,190000,370044,1.191072397,367951,6.113851225,Mattar,0.311791877,1.32665458,103.886119
2019-10,GEYLANG,2 ROOM,68,CIRCUIT ROAD,04 TO 06,45,Standard,1969,48 years 03 months,150000,330068,2.304481724,367951,4.679358428,Geylang Bahru,0.228967922,1.321953855,103.8698434
2019-11,GEYLANG,2 ROOM,39,CIRCUIT ROAD,01 TO 03,45,Standard,1971,50 years 02 months,180000,370039,1.09720024,367951,6.149962567,Mattar,0.26851747,1.32742995,103.8856816
2019-03,GEYLANG,3 ROOM,108,ALJUNIED CRESENT,07 TO 09,68,New Generation,1981,61 years 01 month,340000,380108,2.003841823,367951,5.436302033,Aljunied,0.400079759,1.319175152,103.8853216
2019-04,GEYLANG,3 ROOM,99,ALJUNIED CRESENT,10 TO 12,67,New Generation,1978,57 years 10 months,296800,380099,1.753158402,367951,5.537961597,Aljunied,0.568629353,1.321381183,103.8843063
2019-04,GEYLANG,3 ROOM,106,ALJUNIED CRESENT,07 TO 09,67,New Generation,1979,58 years 09 months,302000,380106,2.014721316,367951,5.24137592,Aljunied,0.290683191,1.31905495,103.8829009
2019-07,GEYLANG,3 ROOM,111,ALJUNIED CRESENT,10 TO 12,67,New Generation,1978,57 years 06 months,310000,380111,1.862406658,367951,5.452508817,Aljunied,0.461768445,1.320397276,103.8842468
2019-04,GEYLANG,3 ROOM,23,BALAM ROAD,07 TO 09,60.3,Standard,1967,46 years 10 months,240000,339628,2.055252649,367951,4.883760659,Geylang Bahru,0.144870845,1.32262786,103.8725009
2019-04,GEYLANG,3 ROOM,24,BALAM ROAD,04 TO 06,60,Standard,1967,46 years 09 months,235000,370024,0.868866185,367951,6.516400195,MacPherson,0.464627486,1.33018852,103.8875087
2019-10,GEYLANG,3 ROOM,22,BALAM ROAD,01 TO 03,60,Standard,1967,46 years 03 months,220000,370022,0.885479039,367951,6.53362939,MacPherson,0.4457656,1.330166195,103.8877853
2019-03,GEYLANG,3 ROOM,69,CIRCUIT ROAD,07 TO 09,56,Standard,1969,48 years 10 months,220000,330069,2.335065473,367951,4.634500794,Geylang Bahru,0.201052241,1.32139947,103.8700461
2019-03,GEYLANG,3 ROOM,38,CIRCUIT ROAD,01 TO 03,58,Standard,1971,50 years 10 months,228000,370038,1.048651925,367951,6.223448013,Mattar,0.328093977,1.327957357,103.8860804
2019-03,GEYLANG,3 ROOM,49,CIRCUIT ROAD,01 TO 03,55,Standard,1969,48 years 10 months,230000,370049,1.348341478,367951,5.947787906,Mattar,0.32124526,1.325132403,103.8856108
2019-03,GEYLANG,3 ROOM,40,CIRCUIT ROAD,01 TO 03,57,Standard,1971,50 years 10 months,245000,370040,1.083734169,367951,6.212046202,Mattar,0.338019124,1.327676959,103.8862647
