month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2019-04,ANG MO KIO,4 ROOM,588D,ANG MO KIO STREET 52,28 TO 30,91,DBSS,2011,91 years 04 months,750000
2019-05,ANG MO KIO,4 ROOM,596B,ANG MO KIO STREET 52,07 TO 09,91,Model A,2002,82 years 08 months,640000
2019-05,ANG MO KIO,4 ROOM,588A,ANG MO KIO STREET 52,04 TO 06,90,DBSS,2011,91 years 03 months,660000
2019-05,ANG MO KIO,4 ROOM,588B,ANG MO KIO STREET 52,01 TO 03,90,DBSS,2011,91 years 03 months,640000
2019-05,ANG MO KIO,4 ROOM,588C,ANG MO KIO STREET 52,25 TO 27,90,DBSS,2011,91 years 03 months,738000
2019-06,ANG MO KIO,4 ROOM,596D,ANG MO KIO STREET 52,01 TO 03,85,Model A,2003,82 years 07 months,535000
2019-08,ANG MO KIO,4 ROOM,596C,ANG MO KIO STREET 52,10 TO 12,91,Model A,2002,82 years 05 months,635000
2019-08,ANG MO KIO,4 ROOM,596C,ANG MO KIO STREET 52,13 TO 15,91,Model A,2002,82 years 04 months,645000
2019-08,ANG MO KIO,4 ROOM,596C,ANG MO KIO STREET 52,10 TO 12,91,Model A,2002,82 years 04 months,655000
2019-08,ANG MO KIO,4 ROOM,588B,ANG MO KIO STREET 52,25 TO 27,90,DBSS,2011,91 years,738000
2019-09,ANG MO KIO,4 ROOM,588D,ANG MO KIO STREET 52,16 TO 18,91,DBSS,2011,91 years,748000
2019-09,ANG MO KIO,4 ROOM,588A,ANG MO KIO STREET 52,10 TO 12,90,DBSS,2011,90 years 11 months,716000
2019-09,ANG MO KIO,4 ROOM,596A,ANG MO KIO STREET 52,25 TO 27,90,Model A,2002,82 years 03 months,635000
2019-09,ANG MO KIO,4 ROOM,596B,ANG MO KIO STREET 52,16 TO 18,91,Model A,2002,82 years 03 months,654000
2019-09,ANG MO KIO,4 ROOM,596C,ANG MO KIO STREET 52,10 TO 12,91,Model A,2002,82 years 03 months,638000
2019-10,ANG MO KIO,4 ROOM,588D,ANG MO KIO STREET 52,19 TO 21,91,DBSS,2011,90 years 10 months,750000
2019-10,ANG MO KIO,4 ROOM,588A,ANG MO KIO STREET 52,22 TO 24,90,DBSS,2011,90 years 10 months,738888
2019-11,ANG MO KIO,4 ROOM,588A,ANG MO KIO STREET 52,28 TO 30,90,DBSS,2011,90 years 09 months,758888
2019-12,ANG MO KIO,4 ROOM,596D,ANG MO KIO STREET 52,25 TO 27,91,Model A,2003,82 years 02 months,670000
2019-06,ANG MO KIO,5 ROOM,310A,ANG MO KIO AVENUE 1,10 TO 12,119,Improved,2012,92 years 04 months,890000
2019-07,ANG MO KIO,5 ROOM,305,ANG MO KIO AVENUE 1,04 TO 06,123,Standard,1977,57 years,525000
2019-09,ANG MO KIO,5 ROOM,310A,ANG MO KIO AVENUE 1,16 TO 18,121,Improved,2012,92 years,903888
2019-10,ANG MO KIO,5 ROOM,305,ANG MO KIO AVENUE 1,10 TO 12,123,Standard,1977,56 years 10 months,570000
2019-10,ANG MO KIO,5 ROOM,306,ANG MO KIO AVENUE 1,13 TO 15,123,Standard,1977,56 years 10 months,565000
2019-11,ANG MO KIO,5 ROOM,306,ANG MO KIO AVENUE 1,07 TO 09,123,Standard,1977,56 years 08 months,535000
2019-03,ANG MO KIO,5 ROOM,439,ANG MO KIO AVENUE 10,19 TO 21,119,Improved,1979,58 years 11 months,500000
2019-03,ANG MO KIO,5 ROOM,439,ANG MO KIO AVENUE 10,10 TO 12,119,Improved,1979,58 years 10 months,535000
2019-04,ANG MO KIO,5 ROOM,536,ANG MO KIO AVENUE 10,10 TO 12,136,Adjoined flat,1980,59 years 10 months,618000
2019-04,ANG MO KIO,5 ROOM,460,ANG MO KIO AVENUE 10,13 TO 15,120,Improved,1980,59 years 09 months,560000
2019-05,ANG MO KIO,5 ROOM,561,ANG MO KIO AVENUE 10,13 TO 15,136,Adjoined flat,1980,59 years 08 months,600888
2019-05,ANG MO KIO,5 ROOM,545,ANG MO KIO AVENUE 10,07 TO 09,118,Improved,1981,60 years 08 months,526000
2019-06,ANG MO KIO,5 ROOM,460,ANG MO KIO AVENUE 10,04 TO 06,124,Improved,1980,59 years 08 months,480000
2019-06,ANG MO KIO,5 ROOM,552,ANG MO KIO AVENUE 10,16 TO 18,119,Improved,1980,60 years 03 months,565000
2019-06,ANG MO KIO,5 ROOM,401,ANG MO KIO AVENUE 10,01 TO 03,119,Improved,1979,58 years 11 months,440000
2019-07,ANG MO KIO,5 ROOM,439,ANG MO KIO AVENUE 10,10 TO 12,119,Improved,1979,58 years 07 months,510000
2019-07,ANG MO KIO,5 ROOM,402,ANG MO KIO AVENUE 10,16 TO 18,119,Improved,1979,58 years 11 months,530000
2019-07,ANG MO KIO,5 ROOM,431,ANG MO KIO AVENUE 10,19 TO 21,119,Improved,1979,58 years 06 months,580000
2019-07,ANG MO KIO,5 ROOM,401,ANG MO KIO AVENUE 10,22 TO 24,119,Improved,1979,58 years 10 months,570000
2019-07,ANG MO KIO,5 ROOM,402,ANG MO KIO AVENUE 10,13 TO 15,119,Improved,1979,58 years 10 months,540000
2019-08,ANG MO KIO,5 ROOM,552,ANG MO KIO AVENUE 10,10 TO 12,119,Improved,1980,60 years 01 month,510000
2019-08,ANG MO KIO,5 ROOM,553,ANG MO KIO AVENUE 10,19 TO 21,119,Improved,1980,60 years,550000
2019-08,ANG MO KIO,5 ROOM,553,ANG MO KIO AVENUE 10,01 TO 03,119,Improved,1980,60 years,500000
2019-09,ANG MO KIO,5 ROOM,437,ANG MO KIO AVENUE 10,04 TO 06,119,Improved,1979,58 years 05 months,508000
2019-09,ANG MO KIO,5 ROOM,460,ANG MO KIO AVENUE 10,01 TO 03,120,Improved,1980,59 years 05 months,471000
2019-09,ANG MO KIO,5 ROOM,401,ANG MO KIO AVENUE 10,16 TO 18,119,Improved,1979,58 years 08 months,560000
2019-10,ANG MO KIO,5 ROOM,437,ANG MO KIO AVENUE 10,19 TO 21,119,Improved,1979,58 years 03 months,560000
2019-11,ANG MO KIO,5 ROOM,551,ANG MO KIO AVENUE 10,25 TO 27,118,Improved,1981,60 years 03 months,590000
2019-11,ANG MO KIO,5 ROOM,431,ANG MO KIO AVENUE 10,22 TO 24,119,Improved,1979,58 years 02 months,605000
2019-11,ANG MO KIO,5 ROOM,431,ANG MO KIO AVENUE 10,07 TO 09,119,Improved,1979,58 years 02 months,620000
2019-12,ANG MO KIO,5 ROOM,439,ANG MO KIO AVENUE 10,22 TO 24,119,Improved,1979,58 years 02 months,613000
2019-12,ANG MO KIO,5 ROOM,437,ANG MO KIO AVENUE 10,10 TO 12,119,Improved,1979,58 years 02 months,560000
2019-12,ANG MO KIO,5 ROOM,439,ANG MO KIO AVENUE 10,04 TO 06,119,Improved,1979,58 years 01 month,488000
2019-03,ANG MO KIO,5 ROOM,259,ANG MO KIO AVENUE 2,07 TO 09,135,Model A,1982,62 years 02 months,720000
2019-04,ANG MO KIO,5 ROOM,259,ANG MO KIO AVENUE 2,16 TO 18,135,Model A,1982,62 years,790000
2019-06,ANG MO KIO,5 ROOM,259,ANG MO KIO AVENUE 2,16 TO 18,135,Model A,1982,61 years 10 months,800000
2019-12,ANG MO KIO,5 ROOM,259,ANG MO KIO AVENUE 2,10 TO 12,135,Model A,1982,61 years 04 months,718000
2019-03,ANG MO KIO,5 ROOM,132,ANG MO KIO AVENUE 3,07 TO 09,123,Standard,1979,58 years 10 months,545000
2019-04,ANG MO KIO,5 ROOM,430,ANG MO KIO AVENUE 3,16 TO 18,119,Improved,1979,58 years 09 months,568888
2019-07,ANG MO KIO,5 ROOM,430,ANG MO KIO AVENUE 3,19 TO 21,119,Improved,1979,58 years 06 months,595000
